ETF_TICKER,year,screen,pct_weight
SUSL,2025,fossil_fuel,2.8897110288971106
SUSL,2025,prison,23.58764123587641
SUSL,2025,tobacco,1.15988401159884
SUSL,2025,weapons,2.61973802619738
USCL,2023,deforestation,8.992910820141784
USCL,2023,fossil_fuel,6.215638875687222
USCL,2023,prison,13.880146722397065
USCL,2023,tobacco,1.8165739636685205
USCL,2023,weapons,0.8989099820218003
USCL,2024,deforestation,14.632162438964873
USCL,2024,fossil_fuel,6.123063183691896
USCL,2024,prison,12.853918385617552
USCL,2024,tobacco,1.5502720465081616
USCL,2024,weapons,0.6420140192604206
USCL,2025,deforestation,15.925222433270019
USCL,2025,fossil_fuel,5.4583624912526245
USCL,2025,prison,16.405078476457064
USCL,2025,tobacco,1.4495651304608617
USCL,2025,weapons,1.3995801259622116
USXF,2020,deforestation,9.962551298876537
USXF,2020,fossil_fuel,0.6638000199140006
USXF,2020,prison,20.53287761598633
USXF,2020,tobacco,0.0
USXF,2020,weapons,1.6548890496466715
USXF,2021,deforestation,9.661746193234924
USXF,2021,fossil_fuel,0.12531600250632005
USXF,2021,prison,3.9989180799783615
USXF,2021,tobacco,0.0
USXF,2021,weapons,1.994991039899821
USXF,2022,deforestation,8.516678170333563
USXF,2022,fossil_fuel,0.10497800209956003
USXF,2022,prison,15.772592315451845
USXF,2022,tobacco,1.0596400211928005
USXF,2022,weapons,1.9622710392454206
USXF,2023,deforestation,5.339809
USXF,2023,fossil_fuel,0.057814
USXF,2023,prison,14.925768999999999
USXF,2023,tobacco,1.052693
USXF,2023,weapons,2.518805
USXF,2024,deforestation,6.03853939614606
USXF,2024,fossil_fuel,0.07461499253850075
USXF,2024,prison,1.3549448645055133
USXF,2024,tobacco,0.9610029038997097
USXF,2024,weapons,3.1464146853585313
USXF,2025,deforestation,4.640928185637127
USXF,2025,fossil_fuel,1.160232046409282
USXF,2025,prison,1.950390078015603
USXF,2025,tobacco,0.5701140228045608
USXF,2025,weapons,2.9005801160232045
XJH,2020,deforestation,1.495517925224104
XJH,2020,fossil_fuel,1.572595921370204
XJH,2020,prison,1.7595909120204545
XJH,2020,tobacco,0.0
XJH,2020,weapons,2.314240884287956
XJH,2021,deforestation,1.436855
XJH,2021,fossil_fuel,1.7895149999999997
XJH,2021,prison,1.8521880000000002
XJH,2021,tobacco,0.0
XJH,2021,weapons,1.950526
XJH,2022,deforestation,1.9194779424156618
XJH,2022,fossil_fuel,3.339312899820613
XJH,2022,prison,3.504974894850753
XJH,2022,tobacco,0.0
XJH,2022,weapons,2.9178689124639328
XJH,2023,deforestation,2.2170731108536557
XJH,2023,fossil_fuel,2.896822144841107
XJH,2023,prison,2.729310136465507
XJH,2023,tobacco,0.0
XJH,2023,weapons,2.760936138046807
XJH,2024,deforestation,1.740577069623083
XJH,2024,fossil_fuel,2.5352511014100436
XJH,2024,prison,2.584386103375444
XJH,2024,tobacco,0.0
XJH,2024,weapons,2.627592105103684
XJH,2025,deforestation,1.5096980603879222
XJH,2025,fossil_fuel,2.129574085182963
XJH,2025,prison,1.5896820635872826
