name_normalized,source_file
AENA SA,soi_2017.csv
AEON CO. LTD.,soi_2017.csv
AEON FINANCIAL SERVICE CO. LTD.,soi_2017.csv
AEROPORTS DE PARIS,soi_2017.csv
AES CORP./VA,soi_2017.csv
AETNA INC.,soi_2017.csv
AFFILIATED MANAGERS GROUP INC.,soi_2017.csv
AFLAC INC.,soi_2017.csv
AGCO CORP.,soi_2017.csv
AGEAS,soi_2017.csv
AGILENT TECHNOLOGIES INC.,soi_2017.csv
AGNC INVESTMENT CORP.,soi_2017.csv
AGNICO EAGLE MINES LTD.,soi_2017.csv
AGRICULTURAL BANK CHINA LTD. CLASS H,soi_2017.csv
AGRICULTURAL BANK OF CHINA LTD. CLASS H,soi_2017.csv
AGUAS ANDINAS SA SERIES,soi_2017.csv
AGUAS ANDINAS SA SERIES A,soi_2017.csv
AIA GROUP LTD.,soi_2017.csv
AIR CHINA LTD. CLASS H,soi_2017.csv
AIR LEASE CORP.,soi_2017.csv
AIR LIQUIDE SA,soi_2017.csv
AIR PRODUCTS & CHEMICALS INC.,soi_2017.csv
AIRBUS SE,soi_2017.csv
AIRPORTS THAILAND PCL NVDR,soi_2017.csv
AISIN SEIKI CO. LTD.,soi_2017.csv
AJINOMOTO CO. INC.,soi_2017.csv
AKAMAI TECHNOLOGIES INC.,soi_2017.csv
AKAMAI TECHNOLOGIES INC. A,soi_2017.csv
AKBANK TAS,soi_2017.csv
ALBEMARLE CORP.,soi_2017.csv
ALDAR PROPERTIES PJSC,soi_2017.csv
ALEXANDRIA REAL ESTATE EQUITIES INC.,soi_2017.csv
ALEXION PHARMACEUTICALS INC. A,soi_2017.csv
ALIBABA GROUP HOLDING LTD. ADR,soi_2017.csv
"ALIBABA GROUP HOLDING LTD. ADR A,B",soi_2017.csv
"ALIBABA HEALTH INFORMATION TECHNOLOGY LTD. A,B",soi_2017.csv
ALIBABA PICTURES GROUP LTD. A,soi_2017.csv
ALIGN TECHNOLOGY INC.,soi_2017.csv
ALIGN TECHNOLOGY INC. A,soi_2017.csv
ALIMENTATION COUCHE-TARD INC. CLASS,soi_2017.csv
ALKERMES PLC,soi_2017.csv
ALLERGAN PLC,soi_2017.csv
ALLIANCE DATA SYSTEMS CORP.,soi_2017.csv
ALLIANT ENERGY CORP.,soi_2017.csv
ALLIANZ SE REGISTERED,soi_2017.csv
ALLSTATE CORP. (THE),soi_2017.csv
ALLY FINANCIAL INC.,soi_2017.csv
ALPHA BANK AE,soi_2017.csv
ALPHABET INC. CLASS,soi_2017.csv
ALPHABET INC. CLASS A A,soi_2017.csv
ALPHABET INC. CLASS C A,soi_2017.csv
ALROSA PJSC,soi_2017.csv
ALTAGAS LTD.,soi_2017.csv
ALTICE NV CLASS,soi_2017.csv
ALTRIA GROUP INC.,soi_2017.csv
ALUMINA LTD.,soi_2017.csv
ALUMINUM CORP. OF CHINA LTD. CLASS H A,soi_2017.csv
AMADA HOLDINGS CO. LTD.,soi_2017.csv
AMAZON.COM INC.,soi_2017.csv
AMAZON.COM INC. A,soi_2017.csv
AMBEV SA,soi_2017.csv
AMCOR LTD./AUSTRALIA,soi_2017.csv
AMERCO,soi_2017.csv
AMERICA MOVIL SAB DE CV,soi_2017.csv
AMERICAN ELECTRIC POWER CO. INC.,soi_2017.csv
AMERICAN EXPRESS CO.,soi_2017.csv
AMERICAN INTERNATIONAL GROUP INC.,soi_2017.csv
AMERICAN TOWER CORP.,soi_2017.csv
AMERICAN WATER WORKS CO. INC.,soi_2017.csv
AMERIPRISE FINANCIAL INC.,soi_2017.csv
AMERISOURCEBERGEN CORP.,soi_2017.csv
AMETEK INC.,soi_2017.csv
AMGEN INC.,soi_2017.csv
AMOREPACIFIC CORP.,soi_2017.csv
AMOREPACIFIC GROUP,soi_2017.csv
AMP LTD.,soi_2017.csv
AMPHENOL CORP. CLASS,soi_2017.csv
ANADOLU EFES BIRACILIK VE MALT SANAYII AS,soi_2017.csv
ANALOG DEVICES INC.,soi_2017.csv
ANHEUSER-BUSCH INBEV SA/NV,soi_2017.csv
ANNALY CAPITAL MANAGEMENT INC.,soi_2017.csv
"ANSYS INC. A,B",soi_2017.csv
ANTA SPORTS PRODUCTS LTD.,soi_2017.csv
ANTHEM INC.,soi_2017.csv
AO SMITH CORP.,soi_2017.csv
AON PLC,soi_2017.csv
APA GROUP,soi_2017.csv
APACHE CORP.,soi_2017.csv
APPLE INC.,soi_2017.csv
APPLIED INDUSTRIAL TECHNOLOGIES INC.,soi_2017.csv
APPLIED MATERIALS INC.,soi_2017.csv
ARCA CONTINENTAL SAB DE CV,soi_2017.csv
ARCBEST CORP.,soi_2017.csv
ARCELIK AS,soi_2017.csv
ARCH CAPITAL GROUP LTD.,soi_2017.csv
ARCHER-DANIELS-MIDLAND CO.,soi_2017.csv
ARISTA NETWORKS INC.,soi_2017.csv
ARISTA NETWORKS INC. A,soi_2017.csv
ARISTOCRAT LEISURE LTD.,soi_2017.csv
ARROW ELECTRONICS INC.,soi_2017.csv
ASAHI GROUP HOLDINGS LTD.,soi_2017.csv
ASAHI KASEI CORP.,soi_2017.csv
ASICS CORP.,soi_2017.csv
ASPEN PHARMACARE HOLDINGS LTD.,soi_2017.csv
ASSA ABLOY AB CLASS,soi_2017.csv
ASSA ABLOY AB CLASS B,soi_2017.csv
ASSICURAZIONI GENERALI SPA,soi_2017.csv
ASSURANT INC.,soi_2017.csv
ASTELLAS PHARMA INC.,soi_2017.csv
ASTRA INTERNATIONAL TBK PT,soi_2017.csv
ASTRO MALAYSIA HOLDINGS BHD,soi_2017.csv
ASX LTD.,soi_2017.csv
AT&T INC.,soi_2017.csv
ATLANTIA SPA,soi_2017.csv
ATLAS COPCO AB CLASS,soi_2017.csv
ATLAS COPCO AB CLASS A,soi_2017.csv
ATLAS COPCO AB CLASS B,soi_2017.csv
ATMOS ENERGY CORP.,soi_2017.csv
ATOS SE,soi_2017.csv
AU OPTRONICS CORP.,soi_2017.csv
AUCKLAND INTERNATIONAL AIRPORT LTD.,soi_2017.csv
AURIZON HOLDINGS LTD.,soi_2017.csv
AUSTRALIA & NEW ZEALAND BANKING GROUP LTD.,soi_2017.csv
AUTODESK INC.,soi_2017.csv
AUTODESK INC. A,soi_2017.csv
AUTOLIV INC.,soi_2017.csv
AUTOMATIC DATA PROCESSING INC.,soi_2017.csv
AUTONATION INC. A,soi_2017.csv
AUTOZONE INC.,soi_2017.csv
AVALONBAY COMMUNITIES INC.,soi_2017.csv
AVERY DENNISON CORP.,soi_2017.csv
AVIS BUDGET GROUP INC. A,soi_2017.csv
AVISTA CORP.,soi_2017.csv
AVNET INC.,soi_2017.csv
AVON PRODUCTS INC. A,soi_2017.csv
AXALTA COATING SYSTEMS LTD.,soi_2017.csv
AXALTA COATING SYSTEMS LTD. A,soi_2017.csv
AXIATA GROUP BHD,soi_2017.csv
AXIS BANK LTD. GDR C,soi_2017.csv
AXIS CAPITAL HOLDINGS LTD.,soi_2017.csv
B3 SA BRASIL BOLSA BALCAO,soi_2017.csv
B3 SA – BRASIL BOLSA BALCAO,soi_2017.csv
BABCOCK INTERNATIONAL GROUP PLC,soi_2017.csv
BAIDU INC. ADR,soi_2017.csv
BAIDU INC. ADR A,soi_2017.csv
BAKER HUGHES A GE CO.,soi_2017.csv
BAKER HUGHES GE CO.,soi_2017.csv
BAKER HUGHES INC.,soi_2017.csv
BALL CORP.,soi_2017.csv
"BANCO BRADESCO SA, PREFERENCE SHARES",soi_2017.csv
BANCO DE CREDITO E INVERSIONES,soi_2017.csv
BANCO SANTANDER BRASIL SA UNITS,soi_2017.csv
"BANCOLOMBIA SA, PREFERENCE SHARES",soi_2017.csv
BANGKOK BANK PCL FOREIGN,soi_2017.csv
BANGKOK EXPRESSWAY & METRO PCL,soi_2017.csv
BANK AMERICA CORP.,soi_2017.csv
BANK CENTRAL ASIA TBK PT,soi_2017.csv
BANK CHINA LTD. CLASS H,soi_2017.csv
BANK COMMUNICATIONS CO. LTD. CLASS H,soi_2017.csv
BANK IRELAND GROUP PLC,soi_2017.csv
BANK LEUMI LE-ISRAEL BM,soi_2017.csv
BANK MANDIRI PERSERO TBK PT,soi_2017.csv
BANK MILLENNIUM SA A,soi_2017.csv
BANK MONTREAL,soi_2017.csv
BANK NEGARA INDONESIA PERSERO TBK PT,soi_2017.csv
BANK NEW YORK MELLON CORP. (THE),soi_2017.csv
BANK NOVA SCOTIA (THE),soi_2017.csv
BANK OF AMERICA CORP.,soi_2017.csv
BANK OF CHINA LTD. CLASS H,soi_2017.csv
BANK OF COMMUNICATIONS CO. LTD. CLASS H,soi_2017.csv
BANK OF HAWAII CORP.,soi_2017.csv
BANK OF NEW YORK MELLON CORP. (THE),soi_2017.csv
BANK RAKYAT INDONESIA PERSERO TBK PT,soi_2017.csv
BANK ZACHODNI WBK SA,soi_2017.csv
BANKIA SA,soi_2017.csv
BARCLAYS AFRICA GROUP LTD.,soi_2017.csv
BARRATT DEVELOPMENTS PLC,soi_2017.csv
BARRICK GOLD CORP.,soi_2017.csv
BARRY CALLEBAUT AG REGISTERED,soi_2017.csv
BARWA REAL ESTATE CO.,soi_2017.csv
BASF SE,soi_2017.csv
BAXTER INTERNATIONAL INC.,soi_2017.csv
BAYER AG REGISTERED,soi_2017.csv
BAYERISCHE MOTOREN WERKE AG,soi_2017.csv
"BAYERISCHE MOTOREN WERKE AG, PREFERENCE SHARES",soi_2017.csv
BB&T CORP.,soi_2017.csv
BCE INC.,soi_2017.csv
BECTON DICKINSON AND CO.,soi_2017.csv
BEIJING ENTERPRISES HOLDINGS LTD.,soi_2017.csv
BEIJING ENTERPRISES WATER GROUP LTD.,soi_2017.csv
BERKELEY GROUP HOLDINGS PLC,soi_2017.csv
BERKSHIRE HATHAWAY INC. CLASS,soi_2017.csv
BERKSHIRE HATHAWAY INC. CLASS B A,soi_2017.csv
BEST BUY CO. INC.,soi_2017.csv
BGF RETAIL CO. LTD.,soi_2017.csv
BID CORP. LTD.,soi_2017.csv
BIO-TECHNE CORP.,soi_2017.csv
BIOGEN INC.,soi_2017.csv
BIOGEN INC. A,soi_2017.csv
BIOMARIN PHARMACEUTICAL INC.,soi_2017.csv
BIOMARIN PHARMACEUTICAL INC. A,soi_2017.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES",soi_2017.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 1.13%(A)(B)",soi_2017.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 1.13%(D)(E)",soi_2017.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 1.32%(B)",soi_2017.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 1.32%(B)(C)",soi_2017.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 1.32%(C)(D)(E)",soi_2017.csv
"BLACKROCK CASH FUNDS: INSTITUTIONAL, SL AGENCY SHARES, 1.32%(D)",soi_2017.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES",soi_2017.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.67%(A)(B)",soi_2017.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.67%(D)(E)",soi_2017.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.96%(B)",soi_2017.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.96%(B)(D)",soi_2017.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.96%(C)(D)",soi_2017.csv
"BLACKROCK CASH FUNDS: TREASURY, SL AGENCY SHARES, 0.97%(D)",soi_2017.csv
BLACKROCK INC. B,soi_2017.csv
BLACKROCK INC. C,soi_2017.csv
BLACKROCK INC. E,soi_2017.csv
BNK FINANCIAL GROUP INC.,soi_2017.csv
BOC HONG KONG HOLDINGS LTD.,soi_2017.csv
BOEING CO. (THE),soi_2017.csv
BOLIDEN AB,soi_2017.csv
BOLLORE SA,soi_2017.csv
BOMBARDIER INC. CLASS,soi_2017.csv
BORALEX INC. CLASS A,soi_2017.csv
BORGWARNER INC.,soi_2017.csv
BOSTON PROPERTIES INC.,soi_2017.csv
BOSTON SCIENTIFIC CORP.,soi_2017.csv
BRAIT SE,soi_2017.csv
BRAMBLES LTD.,soi_2017.csv
BRENNTAG AG,soi_2017.csv
BRIDGESTONE CORP.,soi_2017.csv
BRILLIANCE CHINA AUTOMOTIVE HOLDINGS LTD.,soi_2017.csv
BRISTOL-MYERS SQUIBB CO.,soi_2017.csv
BRITISH AMERICAN TOBACCO MALAYSIA BHD,soi_2017.csv
BRITISH AMERICAN TOBACCO PLC,soi_2017.csv
BRITISH AMERICAN TOBACCO PLC ADR,soi_2017.csv
BRITISH LAND CO. PLC (THE),soi_2017.csv
BROADCOM LTD.,soi_2017.csv
BROOKFIELD ASSET MANAGEMENT INC. CLASS,soi_2017.csv
BROTHER INDUSTRIES LTD.,soi_2017.csv
BROWN-FORMAN CORP. CLASS,soi_2017.csv
BTS GROUP HOLDINGS PCL NVDR,soi_2017.csv
BUCKLE INC. (THE),soi_2017.csv
"BUILDERS FIRSTSOURCE INC. A,B",soi_2017.csv
BUNGE LTD.,soi_2017.csv
BUNZL PLC,soi_2017.csv
BURBERRY GROUP PLC,soi_2017.csv
BYD CO. LTD. CLASS H,soi_2017.csv
CA INC.,soi_2017.csv
CADENCE DESIGN SYSTEMS INC. A,soi_2017.csv
"CADENCE DESIGN SYSTEMS INC. A,C",soi_2017.csv
CALERES INC.,soi_2017.csv
CALIX INC. A,soi_2017.csv
CALLAWAY GOLF CO.,soi_2017.csv
CALTEX AUSTRALIA LTD.,soi_2017.csv
CAMECO CORP.,soi_2017.csv
CAMPBELL SOUP CO.,soi_2017.csv
CANADIAN IMPERIAL BANK COMMERCE,soi_2017.csv
CANADIAN NATIONAL RAILWAY CO.,soi_2017.csv
CANADIAN PACIFIC RAILWAY LTD.,soi_2017.csv
"CANADIAN SOLAR INC. A,B",soi_2017.csv
CANADIAN TIRE CORP. LTD. CLASS,soi_2017.csv
CANON INC.,soi_2017.csv
CAPGEMINI SE,soi_2017.csv
CAPITA PLC,soi_2017.csv
CAPITAL ONE FINANCIAL CORP.,soi_2017.csv
CAPITALAND COMMERCIAL TRUST,soi_2017.csv
CAPITALAND LTD.,soi_2017.csv
CAPITALAND MALL TRUST,soi_2017.csv
CARDINAL HEALTH INC.,soi_2017.csv
CARLSBERG A/S CLASS,soi_2017.csv
CARLSBERG A/S CLASS B,soi_2017.csv
CARMAX INC.,soi_2017.csv
CARMAX INC. A,soi_2017.csv
CATERPILLAR INC.,soi_2017.csv
CATHAY FINANCIAL HOLDING CO. LTD.,soi_2017.csv
CATHAY GENERAL BANCORP.,soi_2017.csv
CBRE GROUP INC. CLASS,soi_2017.csv
CBRE GROUP INC. CLASS A A,soi_2017.csv
"CBRE GROUP INC. CLASS A A,B",soi_2017.csv
CBS CORP. CLASS NVS,soi_2017.csv
CCL INDUSTRIES INC. CLASS,soi_2017.csv
CCR SA,soi_2017.csv
CELGENE CORP.,soi_2017.csv
CELGENE CORP. A,soi_2017.csv
CELLTRION INC.,soi_2017.csv
CEMENTOS ARGOS SA,soi_2017.csv
CEMEX SAB DE CV CPO A,soi_2017.csv
CENTENE CORP.,soi_2017.csv
CENTENE CORP. A,soi_2017.csv
CENTERPOINT ENERGY INC.,soi_2017.csv
CENTRAL JAPAN RAILWAY CO.,soi_2017.csv
CENTURYLINK INC.,soi_2017.csv
CERNER CORP.,soi_2017.csv
CERNER CORP. A,soi_2017.csv
CGI GROUP INC. CLASS,soi_2017.csv
CGN POWER CO. LTD. CLASS H,soi_2017.csv
CH ROBINSON WORLDWIDE INC.,soi_2017.csv
CHAILEASE HOLDING CO. LTD.,soi_2017.csv
CHARLES SCHWAB CORP. (THE),soi_2017.csv
CHARTER COMMUNICATIONS INC. CLASS,soi_2017.csv
CHARTER COMMUNICATIONS INC. CLASS A A,soi_2017.csv
CHECK POINT SOFTWARE TECHNOLOGIES LTD.,soi_2017.csv
CHENIERE ENERGY INC.,soi_2017.csv
CHEUNG KONG PROPERTY HOLDINGS LTD.,soi_2017.csv
CHINA CITIC BANK CORP. LTD. CLASS H,soi_2017.csv
CHINA CONCH VENTURE HOLDINGS LTD.,soi_2017.csv
CHINA CONSTRUCTION BANK CORP. CLASS H,soi_2017.csv
CHINA DEVELOPMENT FINANCIAL HOLDING CORP.,soi_2017.csv
CHINA EVERBRIGHT BANK CO. LTD. CLASS H,soi_2017.csv
CHINA EVERBRIGHT INTERNATIONAL LTD.,soi_2017.csv
CHINA EVERBRIGHT INTERNATIONAL LTD. C,soi_2017.csv
CHINA EVERBRIGHT LTD.,soi_2017.csv
CHINA GALAXY SECURITIES CO. LTD. CLASS H,soi_2017.csv
CHINA HUARONG ASSET MANAGEMENT CO. LTD. CLASS H,soi_2017.csv
CHINA LIFE INSURANCE CO. LTD. CLASS H,soi_2017.csv
CHINA LIFE INSURANCE CO. LTD./TAIWAN,soi_2017.csv
CHINA LONGYUAN POWER GROUP CORP. LTD.,soi_2017.csv
CHINA LONGYUAN POWER GROUP CORP. LTD. CLASS H,soi_2017.csv
CHINA MEDICAL SYSTEM HOLDINGS LTD.,soi_2017.csv
CHINA MERCHANTS BANK CO. LTD. CLASS H,soi_2017.csv
CHINA MINSHENG BANKING CORP. LTD. CLASS H,soi_2017.csv
CHINA MOBILE LTD.,soi_2017.csv
CHINA OILFIELD SERVICES LTD. CLASS H,soi_2017.csv
CHINA OVERSEAS LAND & INVESTMENT LTD.,soi_2017.csv
CHINA PACIFIC INSURANCE GROUP CO. LTD. CLASS H,soi_2017.csv
CHINA SHENHUA ENERGY CO. LTD. CLASS H,soi_2017.csv
CHINA SOUTHERN AIRLINES CO. LTD. CLASS H,soi_2017.csv
CHINA STEEL CORP.,soi_2017.csv
CHINA TAIPING INSURANCE HOLDINGS CO. LTD.,soi_2017.csv
CHINA TELECOM CORP. LTD. CLASS H,soi_2017.csv
CHINA UNICOM HONG KONG LTD.,soi_2017.csv
CHINA VANKE CO. LTD. CLASS H,soi_2017.csv
CHIPOTLE MEXICAN GRILL INC.,soi_2017.csv
CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG REGISTERED,soi_2017.csv
CHOICE HOTELS INTERNATIONAL INC.,soi_2017.csv
CHONGQING CHANGAN AUTOMOBILE CO. LTD. CLASS,soi_2017.csv
CHONGQING CHANGAN AUTOMOBILE CO. LTD. CLASS B,soi_2017.csv
CHR HANSEN HOLDING A/S,soi_2017.csv
CHUBB LTD.,soi_2017.csv
CHUGAI PHARMACEUTICAL CO. LTD.,soi_2017.csv
CHUNGHWA TELECOM CO. LTD.,soi_2017.csv
CHURCH & DWIGHT CO. INC.,soi_2017.csv
"CIA. BRASILEIRA DE DISTRIBUICAO, PREFERENCE SHARES",soi_2017.csv
CIA. CERVECERIAS UNIDAS SA,soi_2017.csv
"CIA. ENERGETICA DE MINAS GERAIS ADR, PREFERENCE SHARES",soi_2017.csv
"CIA. ENERGETICA DE MINAS GERAIS, PREFERENCE SHARES",soi_2017.csv
"CIA. PARANAENSE DE ENERGIA CLASS B ADR, PREFERENCE SHARES",soi_2017.csv
"CIA. PARANAENSE DE ENERGIA CLASS B, PREFERENCE SHARES",soi_2017.csv
CIE. DE SAINT-GOBAIN,soi_2017.csv
CIE. FINANCIERE RICHEMONT SA CLASS A REGISTERED,soi_2017.csv
CIE. FINANCIERE RICHEMONT SA CLASS REGISTERED,soi_2017.csv
CIE. GENERALE DES ETABLISSEMENTS MICHELIN CLASS B,soi_2017.csv
CIELO SA,soi_2017.csv
CIGNA CORP.,soi_2017.csv
CIMB GROUP HOLDINGS BHD,soi_2017.csv
CINCINNATI BELL INC. A,soi_2017.csv
CINCINNATI FINANCIAL CORP.,soi_2017.csv
CINTAS CORP.,soi_2017.csv
CISCO SYSTEMS INC.,soi_2017.csv
CIT GROUP INC.,soi_2017.csv
CITIC SECURITIES CO. LTD. CLASS H,soi_2017.csv
CITIGROUP INC.,soi_2017.csv
CITIZENS FINANCIAL GROUP INC.,soi_2017.csv
CITRIX SYSTEMS INC.,soi_2017.csv
CITRIX SYSTEMS INC. A,soi_2017.csv
CITY DEVELOPMENTS LTD.,soi_2017.csv
CJ CHEILJEDANG CORP.,soi_2017.csv
CK HUTCHISON HOLDINGS LTD.,soi_2017.csv
CLEAN ENERGY FUELS CORP. A,soi_2017.csv
CLOROX CO. (THE),soi_2017.csv
CLP HOLDINGS LTD.,soi_2017.csv
CME GROUP INC.,soi_2017.csv
CMS ENERGY CORP.,soi_2017.csv
CNH INDUSTRIAL NV,soi_2017.csv
CNP ASSURANCES,soi_2017.csv
COACH INC.,soi_2017.csv
COBHAM PLC,soi_2017.csv
COCA-COLA CO. (THE),soi_2017.csv
COCA-COLA EUROPEAN PARTNERS PLC,soi_2017.csv
COCA-COLA FEMSA SAB DE CV SERIES L,soi_2017.csv
COCA-COLA HBC AG,soi_2017.csv
COCA-COLA ICECEK AS,soi_2017.csv
COGNIZANT TECHNOLOGY SOLUTIONS CORP. CLASS,soi_2017.csv
COGNIZANT TECHNOLOGY SOLUTIONS CORP. CLASS A,soi_2017.csv
COGNIZANT TECHNOLOGY SOLUTIONS CORP. CLASS A A,soi_2017.csv
COLGATE-PALMOLIVE CO.,soi_2017.csv
COLONY NORTHSTAR INC. CLASS,soi_2017.csv
COLOPLAST A/S CLASS,soi_2017.csv
COLOPLAST A/S CLASS B,soi_2017.csv
COLRUYT SA,soi_2017.csv
COLUMBIA SPORTSWEAR CO.,soi_2017.csv
COMCAST CORP. CLASS,soi_2017.csv
COMCAST CORP. CLASS A,soi_2017.csv
COMERICA INC.,soi_2017.csv
COMMERCIAL BANK PQSC (THE) A,soi_2017.csv
COMMERZBANK AG A,soi_2017.csv
COMMONWEALTH BANK AUSTRALIA,soi_2017.csv
COMPASS MINERALS INTERNATIONAL INC.,soi_2017.csv
CONAGRA BRANDS INC.,soi_2017.csv
CONCHO RESOURCES INC.,soi_2017.csv
CONCORDIA FINANCIAL GROUP LTD.,soi_2017.csv
CONSOLIDATED EDISON INC.,soi_2017.csv
CONSTELLATION BRANDS INC. CLASS,soi_2017.csv
CONSTELLATION SOFTWARE INC./CANADA,soi_2017.csv
CONTINENTAL AG,soi_2017.csv
CONVERGYS CORP.,soi_2017.csv
COOPER COMPANIES INC. (THE),soi_2017.csv
COPART INC. A,soi_2017.csv
CORE LABORATORIES NV,soi_2017.csv
CORNING INC.,soi_2017.csv
CORONATION FUND MANAGERS LTD.,soi_2017.csv
CORPORATE OFFICE PROPERTIES TRUST,soi_2017.csv
COSAN SA INDUSTRIA E COMERCIO,soi_2017.csv
COSCO SHIPPING PORTS LTD.,soi_2017.csv
COSTAR GROUP INC.,soi_2017.csv
COSTCO WHOLESALE CORP.,soi_2017.csv
COTY INC. CLASS,soi_2017.csv
COVANTA HOLDING CORP.,soi_2017.csv
COWAY CO. LTD.,soi_2017.csv
CP ALL PCL NVDR,soi_2017.csv
CR BARD INC.,soi_2017.csv
CREDIT SUISSE GROUP AG REGISTERED,soi_2017.csv
CRH PLC,soi_2017.csv
CROWN CASTLE INTERNATIONAL CORP.,soi_2017.csv
CROWN RESORTS LTD.,soi_2017.csv
CRRC CORP. LTD. CLASS H,soi_2017.csv
CSL LTD.,soi_2017.csv
CSPC PHARMACEUTICAL GROUP LTD.,soi_2017.csv
CSS INDUSTRIES INC.,soi_2017.csv
CSX CORP.,soi_2017.csv
CTBC FINANCIAL HOLDING CO. LTD.,soi_2017.csv
CTRIP.COM INTERNATIONAL LTD. ADR,soi_2017.csv
"CTRIP.COM INTERNATIONAL LTD. ADR A,B",soi_2017.csv
CUMMINS INC.,soi_2017.csv
CVS HEALTH CORP.,soi_2017.csv
DAELIM INDUSTRIAL CO. LTD.,soi_2017.csv
DAI NIPPON PRINTING CO. LTD.,soi_2017.csv
DAI-ICHI LIFE HOLDINGS INC.,soi_2017.csv
DAIICHI SANKYO CO. LTD.,soi_2017.csv
DAIKIN INDUSTRIES LTD.,soi_2017.csv
DAIMLER AG REGISTERED,soi_2017.csv
DAIWA HOUSE INDUSTRY CO. LTD.,soi_2017.csv
DAMAC PROPERTIES DUBAI CO. PJSC,soi_2017.csv
DANAHER CORP.,soi_2017.csv
DANSKE BANK A/S,soi_2017.csv
DARDEN RESTAURANTS INC.,soi_2017.csv
DARLING INGREDIENTS INC. A,soi_2017.csv
DASSAULT AVIATION SA,soi_2017.csv
DAVITA INC.,soi_2017.csv
DAVITA INC. A,soi_2017.csv
DBS GROUP HOLDINGS LTD.,soi_2017.csv
DECKERS OUTDOOR CORP. A,soi_2017.csv
DEERE & CO.,soi_2017.csv
DELL TECHNOLOGIES INC. CLASS V,soi_2017.csv
DELL TECHNOLOGIES INC. CLASS V A,soi_2017.csv
DELL TECHNOLOGIES INC. CLASS V CLASS V A,soi_2017.csv
DELPHI AUTOMOTIVE PLC,soi_2017.csv
DELTA AIR LINES INC.,soi_2017.csv
DELTA ELECTRONICS INC.,soi_2017.csv
DELUXE CORP.,soi_2017.csv
DENBURY RESOURCES INC. A,soi_2017.csv
DENSO CORP.,soi_2017.csv
DENTSPLY SIRONA INC.,soi_2017.csv
DENTSU INC.,soi_2017.csv
DEUTSCHE BANK AG REGISTERED,soi_2017.csv
DEUTSCHE POST AG REGISTERED,soi_2017.csv
DEUTSCHE TELEKOM AG REGISTERED,soi_2017.csv
DEUTSCHE WOHNEN AG BEARER,soi_2017.csv
DEVON ENERGY CORP.,soi_2017.csv
DEXCOM INC.,soi_2017.csv
DEXCOM INC. A,soi_2017.csv
DEXUS,soi_2017.csv
DGB FINANCIAL GROUP INC.,soi_2017.csv
DIAMONDBACK ENERGY INC.,soi_2017.csv
DIGI.COM BHD B,soi_2017.csv
DIGITAL REALTY TRUST INC.,soi_2017.csv
DIGITAL REALTY TRUST INC. B,soi_2017.csv
DIGITAL REALTY TRUST INC. C,soi_2017.csv
DIRECT LINE INSURANCE GROUP PLC,soi_2017.csv
DISCOVER FINANCIAL SERVICES,soi_2017.csv
DISCOVERY COMMUNICATIONS INC. CLASS A A,soi_2017.csv
"DISCOVERY COMMUNICATIONS INC. CLASS A A,B",soi_2017.csv
DISCOVERY COMMUNICATIONS INC. CLASS C NVS A,soi_2017.csv
DISCOVERY COMMUNICATIONS INC. CLASS NVS,soi_2017.csv
DISH NETWORK CORP. CLASS,soi_2017.csv
DIXONS CARPHONE PLC,soi_2017.csv
DNB ASA,soi_2017.csv
DOLLAR GENERAL CORP.,soi_2017.csv
DOLLAR TREE INC.,soi_2017.csv
DOMINION ENERGY INC.,soi_2017.csv
DOMINO’S PIZZA ENTERPRISES LTD.,soi_2017.csv
DOMINO’S PIZZA INC.,soi_2017.csv
DOMTAR CORP.,soi_2017.csv
DONG ENERGY,soi_2017.csv
DONGFENG MOTOR GROUP CO. LTD. CLASS H,soi_2017.csv
DONGSUH COS. INC.,soi_2017.csv
DOOSAN HEAVY INDUSTRIES & CONSTRUCTION CO. LTD.,soi_2017.csv
DOVER CORP.,soi_2017.csv
DOW CHEMICAL CO. (THE),soi_2017.csv
DP WORLD LTD.,soi_2017.csv
DR HORTON INC.,soi_2017.csv
DR PEPPER SNAPPLE GROUP INC.,soi_2017.csv
DUKE ENERGY CORP.,soi_2017.csv
DUKE REALTY CORP.,soi_2017.csv
DUN & BRADSTREET CORP. (THE),soi_2017.csv
DURATEX SA,soi_2017.csv
DXC TECHNOLOGY CO.,soi_2017.csv
E TRADE FINANCIAL CORP.,soi_2017.csv
E.ON SE,soi_2017.csv
